grupo_etario,entidad,sexo,nivel_educativo,conteo,porcentaje
12-17 años,Veracruz,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),1,0.9433962264150944
12-17 años,Veracruz,Mujeres,Bachillerato incompleto (1 a 2 años),27,25.471698113207548
12-17 años,Veracruz,Mujeres,Estudios Universitarios completos (4 a 5 años),0,0.0
12-17 años,Veracruz,Mujeres,Estudios Universitarios incompletos (1 a 3 años),0,0.0
12-17 años,Veracruz,Mujeres,Estudios de Posgrado (2 a 4 años),0,0.0
12-17 años,Veracruz,Mujeres,No sabe/No contesta,0,0.0
12-17 años,Veracruz,Mujeres,Primaria completa (6 años),21,19.81132075471698
12-17 años,Veracruz,Mujeres,Primaria incompleta (1 a 5 años),2,1.8867924528301887
12-17 años,Veracruz,Mujeres,Secundaria completa o equivalente (3 años),33,31.132075471698112
12-17 años,Veracruz,Mujeres,Secundaria incompleta (1 a 2 años),22,20.754716981132077
12-17 años,Yucatán,Hombres,Bachillerato completo o equivalente (aprox. 3 años),25,15.151515151515152
12-17 años,Yucatán,Hombres,Bachillerato incompleto (1 a 2 años),41,24.848484848484848
12-17 años,Yucatán,Hombres,Estudios Universitarios completos (4 a 5 años),0,0.0
12-17 años,Yucatán,Hombres,Estudios Universitarios incompletos (1 a 3 años),0,0.0
12-17 años,Yucatán,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
12-17 años,Yucatán,Hombres,No sabe/No contesta,0,0.0
12-17 años,Yucatán,Hombres,Primaria completa (6 años),29,17.575757575757574
12-17 años,Yucatán,Hombres,Primaria incompleta (1 a 5 años),3,1.8181818181818181
12-17 años,Yucatán,Hombres,Secundaria completa o equivalente (3 años),41,24.848484848484848
12-17 años,Yucatán,Hombres,Secundaria incompleta (1 a 2 años),26,15.757575757575756
12-17 años,Yucatán,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),20,12.987012987012985
12-17 años,Yucatán,Mujeres,Bachillerato incompleto (1 a 2 años),32,20.77922077922078
12-17 años,Yucatán,Mujeres,Estudios Universitarios completos (4 a 5 años),1,0.6493506493506493
12-17 años,Yucatán,Mujeres,Estudios Universitarios incompletos (1 a 3 años),0,0.0
12-17 años,Yucatán,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.6493506493506493
12-17 años,Yucatán,Mujeres,No sabe/No contesta,1,0.6493506493506493
12-17 años,Yucatán,Mujeres,Primaria completa (6 años),26,16.883116883116884
12-17 años,Yucatán,Mujeres,Primaria incompleta (1 a 5 años),2,1.2987012987012987
12-17 años,Yucatán,Mujeres,Secundaria completa o equivalente (3 años),39,25.324675324675322
12-17 años,Yucatán,Mujeres,Secundaria incompleta (1 a 2 años),32,20.77922077922078
12-17 años,Zacatecas,Hombres,Bachillerato completo o equivalente (aprox. 3 años),4,3.3333333333333335
12-17 años,Zacatecas,Hombres,Bachillerato incompleto (1 a 2 años),32,26.666666666666668
12-17 años,Zacatecas,Hombres,Estudios Universitarios completos (4 a 5 años),0,0.0
12-17 años,Zacatecas,Hombres,Estudios Universitarios incompletos (1 a 3 años),1,0.8333333333333334
12-17 años,Zacatecas,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
12-17 años,Zacatecas,Hombres,No sabe/No contesta,0,0.0
12-17 años,Zacatecas,Hombres,Primaria completa (6 años),10,8.333333333333332
12-17 años,Zacatecas,Hombres,Primaria incompleta (1 a 5 años),1,0.8333333333333334
12-17 años,Zacatecas,Hombres,Secundaria completa o equivalente (3 años),35,29.166666666666668
12-17 años,Zacatecas,Hombres,Secundaria incompleta (1 a 2 años),37,30.833333333333336
12-17 años,Zacatecas,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),8,7.2727272727272725
12-17 años,Zacatecas,Mujeres,Bachillerato incompleto (1 a 2 años),32,29.09090909090909
12-17 años,Zacatecas,Mujeres,Estudios Universitarios completos (4 a 5 años),0,0.0
12-17 años,Zacatecas,Mujeres,Estudios Universitarios incompletos (1 a 3 años),0,0.0
12-17 años,Zacatecas,Mujeres,Estudios de Posgrado (2 a 4 años),0,0.0
12-17 años,Zacatecas,Mujeres,No sabe/No contesta,0,0.0
12-17 años,Zacatecas,Mujeres,Primaria completa (6 años),8,7.2727272727272725
12-17 años,Zacatecas,Mujeres,Primaria incompleta (1 a 5 años),0,0.0
12-17 años,Zacatecas,Mujeres,Secundaria completa o equivalente (3 años),31,28.18181818181818
12-17 años,Zacatecas,Mujeres,Secundaria incompleta (1 a 2 años),31,28.18181818181818
18-34 años,Aguascalientes,Hombres,Bachillerato completo o equivalente (aprox. 3 años),30,26.548672566371685
18-34 años,Aguascalientes,Hombres,Bachillerato incompleto (1 a 2 años),15,13.274336283185843
18-34 años,Aguascalientes,Hombres,Estudios Universitarios completos (4 a 5 años),19,16.8141592920354
18-34 años,Aguascalientes,Hombres,Estudios Universitarios incompletos (1 a 3 años),8,7.079646017699115
18-34 años,Aguascalientes,Hombres,Estudios de Posgrado (2 a 4 años),1,0.8849557522123894
18-34 años,Aguascalientes,Hombres,No sabe/No contesta,1,0.8849557522123894
18-34 años,Aguascalientes,Hombres,Primaria completa (6 años),5,4.424778761061947
18-34 años,Aguascalientes,Hombres,Primaria incompleta (1 a 5 años),2,1.7699115044247788
18-34 años,Aguascalientes,Hombres,Secundaria completa o equivalente (3 años),26,23.008849557522122
18-34 años,Aguascalientes,Hombres,Secundaria incompleta (1 a 2 años),6,5.3097345132743365
18-34 años,Aguascalientes,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),58,28.155339805825243
18-34 años,Aguascalientes,Mujeres,Bachillerato incompleto (1 a 2 años),10,4.854368932038835
18-34 años,Aguascalientes,Mujeres,Estudios Universitarios completos (4 a 5 años),36,17.475728155339805
18-34 años,Aguascalientes,Mujeres,Estudios Universitarios incompletos (1 a 3 años),13,6.310679611650485
18-34 años,Aguascalientes,Mujeres,Estudios de Posgrado (2 a 4 años),3,1.4563106796116505
18-34 años,Aguascalientes,Mujeres,No sabe/No contesta,1,0.48543689320388345
18-34 años,Aguascalientes,Mujeres,Primaria completa (6 años),6,2.912621359223301
18-34 años,Aguascalientes,Mujeres,Primaria incompleta (1 a 5 años),2,0.9708737864077669
18-34 años,Aguascalientes,Mujeres,Secundaria completa o equivalente (3 años),64,31.06796116504854
18-34 años,Aguascalientes,Mujeres,Secundaria incompleta (1 a 2 años),13,6.310679611650485
18-34 años,Baja California,Hombres,Bachillerato completo o equivalente (aprox. 3 años),29,29.292929292929294
18-34 años,Baja California,Hombres,Bachillerato incompleto (1 a 2 años),9,9.090909090909092
18-34 años,Baja California,Hombres,Estudios Universitarios completos (4 a 5 años),19,19.19191919191919
18-34 años,Baja California,Hombres,Estudios Universitarios incompletos (1 a 3 años),13,13.131313131313133
18-34 años,Baja California,Hombres,Estudios de Posgrado (2 a 4 años),7,7.07070707070707
18-34 años,Baja California,Hombres,No sabe/No contesta,1,1.0101010101010102
18-34 años,Baja California,Hombres,Primaria completa (6 años),3,3.0303030303030303
18-34 años,Baja California,Hombres,Primaria incompleta (1 a 5 años),2,2.0202020202020203
18-34 años,Baja California,Hombres,Secundaria completa o equivalente (3 años),12,12.121212121212121
18-34 años,Baja California,Hombres,Secundaria incompleta (1 a 2 años),4,4.040404040404041
18-34 años,Baja California,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),42,29.78723404255319
18-34 años,Baja California,Mujeres,Bachillerato incompleto (1 a 2 años),21,14.893617021276595
18-34 años,Baja California,Mujeres,Estudios Universitarios completos (4 a 5 años),14,9.929078014184398
18-34 años,Baja California,Mujeres,Estudios Universitarios incompletos (1 a 3 años),10,7.092198581560284
18-34 años,Baja California,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.7092198581560284
18-34 años,Baja California,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Baja California,Mujeres,Primaria completa (6 años),9,6.382978723404255
18-34 años,Baja California,Mujeres,Primaria incompleta (1 a 5 años),8,5.673758865248227
18-34 años,Baja California,Mujeres,Secundaria completa o equivalente (3 años),31,21.98581560283688
18-34 años,Baja California,Mujeres,Secundaria incompleta (1 a 2 años),5,3.546099290780142
18-34 años,Baja California Sur,Hombres,Bachillerato completo o equivalente (aprox. 3 años),17,18.681318681318682
18-34 años,Baja California Sur,Hombres,Bachillerato incompleto (1 a 2 años),10,10.989010989010989
18-34 años,Baja California Sur,Hombres,Estudios Universitarios completos (4 a 5 años),20,21.978021978021978
18-34 años,Baja California Sur,Hombres,Estudios Universitarios incompletos (1 a 3 años),13,14.285714285714285
18-34 años,Baja California Sur,Hombres,Estudios de Posgrado (2 a 4 años),4,4.395604395604396
18-34 años,Baja California Sur,Hombres,No sabe/No contesta,0,0.0
18-34 años,Baja California Sur,Hombres,Primaria completa (6 años),5,5.4945054945054945
18-34 años,Baja California Sur,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Baja California Sur,Hombres,Secundaria completa o equivalente (3 años),21,23.076923076923077
18-34 años,Baja California Sur,Hombres,Secundaria incompleta (1 a 2 años),1,1.098901098901099
18-34 años,Baja California Sur,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),47,31.333333333333336
18-34 años,Baja California Sur,Mujeres,Bachillerato incompleto (1 a 2 años),14,9.333333333333334
18-34 años,Baja California Sur,Mujeres,Estudios Universitarios completos (4 a 5 años),26,17.333333333333336
18-34 años,Baja California Sur,Mujeres,Estudios Universitarios incompletos (1 a 3 años),14,9.333333333333334
18-34 años,Baja California Sur,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.6666666666666667
18-34 años,Baja California Sur,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Baja California Sur,Mujeres,Primaria completa (6 años),9,6.0
18-34 años,Baja California Sur,Mujeres,Primaria incompleta (1 a 5 años),1,0.6666666666666667
18-34 años,Baja California Sur,Mujeres,Secundaria completa o equivalente (3 años),28,18.666666666666668
18-34 años,Baja California Sur,Mujeres,Secundaria incompleta (1 a 2 años),10,6.666666666666667
18-34 años,Campeche,Hombres,Bachillerato completo o equivalente (aprox. 3 años),16,28.57142857142857
18-34 años,Campeche,Hombres,Bachillerato incompleto (1 a 2 años),4,7.142857142857142
18-34 años,Campeche,Hombres,Estudios Universitarios completos (4 a 5 años),10,17.857142857142858
18-34 años,Campeche,Hombres,Estudios Universitarios incompletos (1 a 3 años),11,19.642857142857142
18-34 años,Campeche,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
18-34 años,Campeche,Hombres,No sabe/No contesta,0,0.0
18-34 años,Campeche,Hombres,Primaria completa (6 años),3,5.357142857142857
18-34 años,Campeche,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Campeche,Hombres,Secundaria completa o equivalente (3 años),11,19.642857142857142
18-34 años,Campeche,Hombres,Secundaria incompleta (1 a 2 años),1,1.7857142857142856
18-34 años,Campeche,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),29,24.369747899159663
18-34 años,Campeche,Mujeres,Bachillerato incompleto (1 a 2 años),8,6.722689075630252
18-34 años,Campeche,Mujeres,Estudios Universitarios completos (4 a 5 años),13,10.92436974789916
18-34 años,Campeche,Mujeres,Estudios Universitarios incompletos (1 a 3 años),6,5.042016806722689
18-34 años,Campeche,Mujeres,Estudios de Posgrado (2 a 4 años),2,1.680672268907563
18-34 años,Campeche,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Campeche,Mujeres,Primaria completa (6 años),8,6.722689075630252
18-34 años,Campeche,Mujeres,Primaria incompleta (1 a 5 años),2,1.680672268907563
18-34 años,Campeche,Mujeres,Secundaria completa o equivalente (3 años),36,30.252100840336134
18-34 años,Campeche,Mujeres,Secundaria incompleta (1 a 2 años),15,12.605042016806722
18-34 años,Chiapas,Hombres,Bachillerato completo o equivalente (aprox. 3 años),39,34.51327433628318
18-34 años,Chiapas,Hombres,Bachillerato incompleto (1 a 2 años),2,1.7699115044247788
18-34 años,Chiapas,Hombres,Estudios Universitarios completos (4 a 5 años),14,12.389380530973451
18-34 años,Chiapas,Hombres,Estudios Universitarios incompletos (1 a 3 años),9,7.964601769911504
18-34 años,Chiapas,Hombres,Estudios de Posgrado (2 a 4 años),2,1.7699115044247788
18-34 años,Chiapas,Hombres,No sabe/No contesta,0,0.0
18-34 años,Chiapas,Hombres,Primaria completa (6 años),16,14.15929203539823
18-34 años,Chiapas,Hombres,Primaria incompleta (1 a 5 años),8,7.079646017699115
18-34 años,Chiapas,Hombres,Secundaria completa o equivalente (3 años),16,14.15929203539823
18-34 años,Chiapas,Hombres,Secundaria incompleta (1 a 2 años),7,6.1946902654867255
18-34 años,Chiapas,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),82,32.93172690763052
18-34 años,Chiapas,Mujeres,Bachillerato incompleto (1 a 2 años),10,4.016064257028113
18-34 años,Chiapas,Mujeres,Estudios Universitarios completos (4 a 5 años),29,11.646586345381527
18-34 años,Chiapas,Mujeres,Estudios Universitarios incompletos (1 a 3 años),18,7.228915662650602
18-34 años,Chiapas,Mujeres,Estudios de Posgrado (2 a 4 años),2,0.8032128514056224
18-34 años,Chiapas,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Chiapas,Mujeres,Primaria completa (6 años),33,13.253012048192772
18-34 años,Chiapas,Mujeres,Primaria incompleta (1 a 5 años),8,3.2128514056224895
18-34 años,Chiapas,Mujeres,Secundaria completa o equivalente (3 años),56,22.48995983935743
18-34 años,Chiapas,Mujeres,Secundaria incompleta (1 a 2 años),11,4.417670682730924
18-34 años,Chihuahua,Hombres,Bachillerato completo o equivalente (aprox. 3 años),26,29.88505747126437
18-34 años,Chihuahua,Hombres,Bachillerato incompleto (1 a 2 años),6,6.896551724137931
18-34 años,Chihuahua,Hombres,Estudios Universitarios completos (4 a 5 años),15,17.24137931034483
18-34 años,Chihuahua,Hombres,Estudios Universitarios incompletos (1 a 3 años),9,10.344827586206897
18-34 años,Chihuahua,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
18-34 años,Chihuahua,Hombres,No sabe/No contesta,1,1.1494252873563218
18-34 años,Chihuahua,Hombres,Primaria completa (6 años),9,10.344827586206897
18-34 años,Chihuahua,Hombres,Primaria incompleta (1 a 5 años),3,3.4482758620689653
18-34 años,Chihuahua,Hombres,Secundaria completa o equivalente (3 años),18,20.689655172413794
18-34 años,Chihuahua,Hombres,Secundaria incompleta (1 a 2 años),0,0.0
18-34 años,Chihuahua,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),27,22.5
18-34 años,Chihuahua,Mujeres,Bachillerato incompleto (1 a 2 años),16,13.333333333333334
18-34 años,Chihuahua,Mujeres,Estudios Universitarios completos (4 a 5 años),18,15.0
18-34 años,Chihuahua,Mujeres,Estudios Universitarios incompletos (1 a 3 años),12,10.0
18-34 años,Chihuahua,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.8333333333333334
18-34 años,Chihuahua,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Chihuahua,Mujeres,Primaria completa (6 años),9,7.5
18-34 años,Chihuahua,Mujeres,Primaria incompleta (1 a 5 años),2,1.6666666666666667
18-34 años,Chihuahua,Mujeres,Secundaria completa o equivalente (3 años),28,23.333333333333332
18-34 años,Chihuahua,Mujeres,Secundaria incompleta (1 a 2 años),7,5.833333333333333
18-34 años,Ciudad de México,Hombres,Bachillerato completo o equivalente (aprox. 3 años),35,28.455284552845526
18-34 años,Ciudad de México,Hombres,Bachillerato incompleto (1 a 2 años),13,10.569105691056912
18-34 años,Ciudad de México,Hombres,Estudios Universitarios completos (4 a 5 años),30,24.390243902439025
18-34 años,Ciudad de México,Hombres,Estudios Universitarios incompletos (1 a 3 años),22,17.88617886178862
18-34 años,Ciudad de México,Hombres,Estudios de Posgrado (2 a 4 años),2,1.6260162601626018
18-34 años,Ciudad de México,Hombres,No sabe/No contesta,0,0.0
18-34 años,Ciudad de México,Hombres,Primaria completa (6 años),3,2.4390243902439024
18-34 años,Ciudad de México,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Ciudad de México,Hombres,Secundaria completa o equivalente (3 años),14,11.38211382113821
18-34 años,Ciudad de México,Hombres,Secundaria incompleta (1 a 2 años),4,3.2520325203252036
18-34 años,Ciudad de México,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),48,39.02439024390244
18-34 años,Ciudad de México,Mujeres,Bachillerato incompleto (1 a 2 años),11,8.94308943089431
18-34 años,Ciudad de México,Mujeres,Estudios Universitarios completos (4 a 5 años),24,19.51219512195122
18-34 años,Ciudad de México,Mujeres,Estudios Universitarios incompletos (1 a 3 años),11,8.94308943089431
18-34 años,Ciudad de México,Mujeres,Estudios de Posgrado (2 a 4 años),5,4.0650406504065035
18-34 años,Ciudad de México,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Ciudad de México,Mujeres,Primaria completa (6 años),1,0.8130081300813009
18-34 años,Ciudad de México,Mujeres,Primaria incompleta (1 a 5 años),1,0.8130081300813009
18-34 años,Ciudad de México,Mujeres,Secundaria completa o equivalente (3 años),19,15.447154471544716
18-34 años,Ciudad de México,Mujeres,Secundaria incompleta (1 a 2 años),3,2.4390243902439024
18-34 años,Coahuila,Hombres,Bachillerato completo o equivalente (aprox. 3 años),9,22.5
18-34 años,Coahuila,Hombres,Bachillerato incompleto (1 a 2 años),1,2.5
18-34 años,Coahuila,Hombres,Estudios Universitarios completos (4 a 5 años),6,15.0
18-34 años,Coahuila,Hombres,Estudios Universitarios incompletos (1 a 3 años),10,25.0
18-34 años,Coahuila,Hombres,Estudios de Posgrado (2 a 4 años),2,5.0
18-34 años,Coahuila,Hombres,No sabe/No contesta,0,0.0
18-34 años,Coahuila,Hombres,Primaria completa (6 años),1,2.5
18-34 años,Coahuila,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Coahuila,Hombres,Secundaria completa o equivalente (3 años),9,22.5
18-34 años,Coahuila,Hombres,Secundaria incompleta (1 a 2 años),2,5.0
18-34 años,Coahuila,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),23,26.744186046511626
18-34 años,Coahuila,Mujeres,Bachillerato incompleto (1 a 2 años),5,5.813953488372093
18-34 años,Coahuila,Mujeres,Estudios Universitarios completos (4 a 5 años),14,16.27906976744186
18-34 años,Coahuila,Mujeres,Estudios Universitarios incompletos (1 a 3 años),12,13.953488372093023
18-34 años,Coahuila,Mujeres,Estudios de Posgrado (2 a 4 años),1,1.1627906976744187
18-34 años,Coahuila,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Coahuila,Mujeres,Primaria completa (6 años),0,0.0
18-34 años,Coahuila,Mujeres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Coahuila,Mujeres,Secundaria completa o equivalente (3 años),28,32.55813953488372
18-34 años,Coahuila,Mujeres,Secundaria incompleta (1 a 2 años),3,3.488372093023256
18-34 años,Colima,Hombres,Bachillerato completo o equivalente (aprox. 3 años),44,29.931972789115648
18-34 años,Colima,Hombres,Bachillerato incompleto (1 a 2 años),11,7.482993197278912
18-34 años,Colima,Hombres,Estudios Universitarios completos (4 a 5 años),36,24.489795918367346
18-34 años,Colima,Hombres,Estudios Universitarios incompletos (1 a 3 años),33,22.448979591836736
18-34 años,Colima,Hombres,Estudios de Posgrado (2 a 4 años),1,0.6802721088435374
18-34 años,Colima,Hombres,No sabe/No contesta,0,0.0
18-34 años,Colima,Hombres,Primaria completa (6 años),4,2.7210884353741496
18-34 años,Colima,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Colima,Hombres,Secundaria completa o equivalente (3 años),18,12.244897959183673
18-34 años,Colima,Hombres,Secundaria incompleta (1 a 2 años),0,0.0
18-34 años,Colima,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),83,40.88669950738916
18-34 años,Colima,Mujeres,Bachillerato incompleto (1 a 2 años),13,6.403940886699508
18-34 años,Colima,Mujeres,Estudios Universitarios completos (4 a 5 años),50,24.63054187192118
18-34 años,Colima,Mujeres,Estudios Universitarios incompletos (1 a 3 años),25,12.31527093596059
18-34 años,Colima,Mujeres,Estudios de Posgrado (2 a 4 años),11,5.41871921182266
18-34 años,Colima,Mujeres,No sabe/No contesta,2,0.9852216748768473
18-34 años,Colima,Mujeres,Primaria completa (6 años),2,0.9852216748768473
18-34 años,Colima,Mujeres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Colima,Mujeres,Secundaria completa o equivalente (3 años),14,6.896551724137931
18-34 años,Colima,Mujeres,Secundaria incompleta (1 a 2 años),3,1.477832512315271
18-34 años,Durango,Hombres,Bachillerato completo o equivalente (aprox. 3 años),30,29.126213592233007
18-34 años,Durango,Hombres,Bachillerato incompleto (1 a 2 años),11,10.679611650485436
18-34 años,Durango,Hombres,Estudios Universitarios completos (4 a 5 años),15,14.563106796116504
18-34 años,Durango,Hombres,Estudios Universitarios incompletos (1 a 3 años),10,9.70873786407767
18-34 años,Durango,Hombres,Estudios de Posgrado (2 a 4 años),2,1.9417475728155338
18-34 años,Durango,Hombres,No sabe/No contesta,0,0.0
18-34 años,Durango,Hombres,Primaria completa (6 años),6,5.825242718446602
18-34 años,Durango,Hombres,Primaria incompleta (1 a 5 años),1,0.9708737864077669
18-34 años,Durango,Hombres,Secundaria completa o equivalente (3 años),19,18.446601941747574
18-34 años,Durango,Hombres,Secundaria incompleta (1 a 2 años),9,8.737864077669903
18-34 años,Durango,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),49,23.444976076555022
18-34 años,Durango,Mujeres,Bachillerato incompleto (1 a 2 años),14,6.698564593301436
18-34 años,Durango,Mujeres,Estudios Universitarios completos (4 a 5 años),23,11.004784688995215
18-34 años,Durango,Mujeres,Estudios Universitarios incompletos (1 a 3 años),15,7.177033492822966
18-34 años,Durango,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.4784688995215311
18-34 años,Durango,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Durango,Mujeres,Primaria completa (6 años),18,8.61244019138756
18-34 años,Durango,Mujeres,Primaria incompleta (1 a 5 años),4,1.9138755980861244
18-34 años,Durango,Mujeres,Secundaria completa o equivalente (3 años),76,36.36363636363637
18-34 años,Durango,Mujeres,Secundaria incompleta (1 a 2 años),9,4.30622009569378
18-34 años,Guanajuato,Hombres,Bachillerato completo o equivalente (aprox. 3 años),24,27.27272727272727
18-34 años,Guanajuato,Hombres,Bachillerato incompleto (1 a 2 años),9,10.227272727272728
18-34 años,Guanajuato,Hombres,Estudios Universitarios completos (4 a 5 años),18,20.454545454545457
18-34 años,Guanajuato,Hombres,Estudios Universitarios incompletos (1 a 3 años),8,9.090909090909092
18-34 años,Guanajuato,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
18-34 años,Guanajuato,Hombres,No sabe/No contesta,1,1.1363636363636365
18-34 años,Guanajuato,Hombres,Primaria completa (6 años),4,4.545454545454546
18-34 años,Guanajuato,Hombres,Primaria incompleta (1 a 5 años),3,3.4090909090909087
18-34 años,Guanajuato,Hombres,Secundaria completa o equivalente (3 años),19,21.59090909090909
18-34 años,Guanajuato,Hombres,Secundaria incompleta (1 a 2 años),2,2.272727272727273
18-34 años,Guanajuato,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),55,22.35772357723577
18-34 años,Guanajuato,Mujeres,Bachillerato incompleto (1 a 2 años),20,8.130081300813007
18-34 años,Guanajuato,Mujeres,Estudios Universitarios completos (4 a 5 años),33,13.414634146341465
18-34 años,Guanajuato,Mujeres,Estudios Universitarios incompletos (1 a 3 años),20,8.130081300813007
18-34 años,Guanajuato,Mujeres,Estudios de Posgrado (2 a 4 años),4,1.6260162601626018
18-34 años,Guanajuato,Mujeres,No sabe/No contesta,1,0.40650406504065045
18-34 años,Guanajuato,Mujeres,Primaria completa (6 años),17,6.910569105691057
18-34 años,Guanajuato,Mujeres,Primaria incompleta (1 a 5 años),4,1.6260162601626018
18-34 años,Guanajuato,Mujeres,Secundaria completa o equivalente (3 años),78,31.70731707317073
18-34 años,Guanajuato,Mujeres,Secundaria incompleta (1 a 2 años),14,5.691056910569105
18-34 años,Guerrero,Hombres,Bachillerato completo o equivalente (aprox. 3 años),18,24.324324324324326
18-34 años,Guerrero,Hombres,Bachillerato incompleto (1 a 2 años),6,8.108108108108109
18-34 años,Guerrero,Hombres,Estudios Universitarios completos (4 a 5 años),8,10.81081081081081
18-34 años,Guerrero,Hombres,Estudios Universitarios incompletos (1 a 3 años),4,5.405405405405405
18-34 años,Guerrero,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
18-34 años,Guerrero,Hombres,No sabe/No contesta,0,0.0
18-34 años,Guerrero,Hombres,Primaria completa (6 años),8,10.81081081081081
18-34 años,Guerrero,Hombres,Primaria incompleta (1 a 5 años),1,1.3513513513513513
18-34 años,Guerrero,Hombres,Secundaria completa o equivalente (3 años),13,17.56756756756757
18-34 años,Guerrero,Hombres,Secundaria incompleta (1 a 2 años),16,21.62162162162162
18-34 años,Guerrero,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),34,24.113475177304963
18-34 años,Guerrero,Mujeres,Bachillerato incompleto (1 a 2 años),14,9.929078014184398
18-34 años,Guerrero,Mujeres,Estudios Universitarios completos (4 a 5 años),13,9.219858156028367
18-34 años,Guerrero,Mujeres,Estudios Universitarios incompletos (1 a 3 años),8,5.673758865248227
18-34 años,Guerrero,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.7092198581560284
18-34 años,Guerrero,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Guerrero,Mujeres,Primaria completa (6 años),11,7.801418439716312
18-34 años,Guerrero,Mujeres,Primaria incompleta (1 a 5 años),4,2.8368794326241136
18-34 años,Guerrero,Mujeres,Secundaria completa o equivalente (3 años),42,29.78723404255319
18-34 años,Guerrero,Mujeres,Secundaria incompleta (1 a 2 años),14,9.929078014184398
18-34 años,Hidalgo,Hombres,Bachillerato completo o equivalente (aprox. 3 años),4,15.384615384615385
18-34 años,Hidalgo,Hombres,Bachillerato incompleto (1 a 2 años),3,11.538461538461538
18-34 años,Hidalgo,Hombres,Estudios Universitarios completos (4 a 5 años),5,19.230769230769234
18-34 años,Hidalgo,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,11.538461538461538
18-34 años,Hidalgo,Hombres,Estudios de Posgrado (2 a 4 años),1,3.8461538461538463
18-34 años,Hidalgo,Hombres,No sabe/No contesta,0,0.0
18-34 años,Hidalgo,Hombres,Primaria completa (6 años),2,7.6923076923076925
18-34 años,Hidalgo,Hombres,Primaria incompleta (1 a 5 años),2,7.6923076923076925
18-34 años,Hidalgo,Hombres,Secundaria completa o equivalente (3 años),5,19.230769230769234
18-34 años,Hidalgo,Hombres,Secundaria incompleta (1 a 2 años),1,3.8461538461538463
18-34 años,Hidalgo,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),23,24.46808510638298
18-34 años,Hidalgo,Mujeres,Bachillerato incompleto (1 a 2 años),10,10.638297872340425
18-34 años,Hidalgo,Mujeres,Estudios Universitarios completos (4 a 5 años),22,23.404255319148938
18-34 años,Hidalgo,Mujeres,Estudios Universitarios incompletos (1 a 3 años),3,3.1914893617021276
18-34 años,Hidalgo,Mujeres,Estudios de Posgrado (2 a 4 años),0,0.0
18-34 años,Hidalgo,Mujeres,No sabe/No contesta,0,0.0
18-34 años,Hidalgo,Mujeres,Primaria completa (6 años),5,5.319148936170213
18-34 años,Hidalgo,Mujeres,Primaria incompleta (1 a 5 años),0,0.0
18-34 años,Hidalgo,Mujeres,Secundaria completa o equivalente (3 años),28,29.78723404255319
18-34 años,Hidalgo,Mujeres,Secundaria incompleta (1 a 2 años),3,3.1914893617021276
18-34 años,Jalisco,Hombres,Bachillerato completo o equivalente (aprox. 3 años),15,27.77777777777778
